ambiguity,fileid,nps,numbers,sent
Neither,training/4494,"six cts a share 1986 results include loss from discontinued operations of 403,000 dlrs~~~four cts a share in the quarter and 598,000 dlrs~~~six cts","['S', 'P', 'S']","Shr 40 cts vs 50 cts Net 3,864,000 vs 4,835,000 Sales 81.7 mln vs 79.9 mln NOTE: 1986 results include gain on sale of land of 571,000 dlrs, or six cts a share 1986 results include loss from discontinued operations of 403,000 dlrs, or four cts a share in the quarter and 598,000 dlrs, or six cts a share in the six months"
Oxford,training/45,Prescott~~~Ball~~~Turben,"['S', 'S', 'S']","""I think they will resist it,"" said Elliott Schlang, analyst at Prescott, Ball and Turben Inc. ""Any company that doesn't like a surprise attack would."""
Neither,training/45,fertilizers~~~pesticides~~~herbicides,"['P', 'P', 'P']","ChemLawn, with about two mln customers, is the largest U.S. company involved in application of fertilizers, pesticides and herbicides on lawns."
Lack of Oxford,training/450,papers~~~pharmaceuticals~~~petroleum~~~coal,"['P', 'P', 'S', 'S']","The rise was led by price gains for papers, pharmaceuticals and petroleum and coal products."
Lack of Oxford,training/450,meat products~~~lumber~~~motor vehicles,"['P', 'S', 'P']","Price declines were recorded for meat products, lumber and motor vehicles."
Oxford,training/4510,Halbert~~~Charles M. Bruce~~~James O. Burke,"['S', 'S', 'S']","Halbert, Charles M. Bruce and James O. Burke were also named directors, expanding the board to five, Summit added."
Neither,training/4518,wines~~~spirits~~~soft drinks~~~food concerns,"['P', 'P', 'P', 'P']","He said the company is not currently negotiating any more acquisitions in Canada but has a team of officials evaluating possible purchases of wines, spirits, soft drinks or food concerns."
Neither,training/4524,wheat~~~soybeans~~~feedgrains,"['S', 'P', 'P']","Testifying before the House Agriculture subcommittee on wheat, soybeans and feedgrains, Robbin Johnson, vice president of Cargill, Inc., disputed claims that U.S. grain companies have made huge profits from certificate trading. """
Neither,training/4541,"3,915,370 gallons~~~3,956,126 gallons in the week ended February 28~~~4,284,693 gallons in the corresponding year-ago period","['P', 'P', 'P']","Florida Citrus Processors Association said frozen concentrate orange juice movement into trade channels in the week ended March 7 totalled 3,915,370 gallons versus 3,956,126 gallons in the week ended February 28 and 4,284,693 gallons in the corresponding year-ago period."
Oxford,training/4544,a 900 mln dlr fall in M-1~~~a 1.8 billion dlr drop in M-2~~~no change in M-3,"['S', 'S', 'S']","Economists polled by Reuters had projected a 900 mln dlr fall in M-1, a 1.8 billion dlr drop in M-2 and no change in M-3."
Neither,training/4549,wheat~~~soybeans~~~feedgrains,"['S', 'P', 'P']","""I think I would not support a marketing loan now,"" he told the House agriculture subcommittee on wheat, soybeans and feedgrains."
Oxford,training/4552,Japan~~~South Korea~~~Taiwan,"['S', 'S', 'S']","But it held over for the full Ways and Means Committee debate on a controversial plan by Rep. Richard Gephardt to mandate a reduction in trade surpluses with the U.S. by countries such as Japan, South Korea and Taiwan."
Oxford,training/4552,legislation from other committees dealing with relaxation of export controls~~~incentives for research~~~expanded worker training~~~education~~~other efforts to increase U.S. competitiveness,"['S', 'P', 'S', 'S', 'P']","The trade bill will be wrapped in with legislation from other committees dealing with relaxation of export controls, incentives for research, expanded worker training and education and other efforts to increase U.S. competitiveness."
Neither,training/4552,copyrights~~~patents~~~telecommunications goods,"['P', 'P', 'P']","And, it includes provisions to tighten trade rules on copyrights, patents and telecommunications goods."
Oxford,training/4564,Smith Barney~~~Harris Upham~~~Co. Buying,"['S', 'S', 'S']","But a report that the Soviet Union planned to reduce the price of its crude oil exports may pressure the market Friday, said Nauman Barakat, petroleum analyst in New York with Smith Barney, Harris Upham and Co. Buying by companies that deal in petroleum helped prices recover from early weakness, traders said."
Oxford,training/4576,Sun Co <SUN>~~~Phillips Petroleum <P>~~~Diamond Shamrock <DIA>,"['S', 'S', 'S']","Earlier today, Sun Co <SUN>, Phillips Petroleum <P> and Diamond Shamrock <DIA> also said they raised their crude postings 50 cts a barrel, bringing their WTI contract price to 17.50 dlrs a barrel."
Lack of Oxford,training/4578,50 CTS~~~TODAY~~~WTI,"['P', 'S', 'S']","CITGO RAISES CRUDE POSTINGS 50 CTS, TODAY, WTI TO 17.50 DLRS/BBL"
Oxford,training/4586,Nuclad Inc~~~a private Colorado corporation~~~its subsidiaries,"['S', 'S', 'P']","<Eager Technology Inc> said it signed a letter of intent to acquire Nuclad Inc, a private Colorado corporation, and its subsidiaries."
Oxford,training/4595,Japan~~~South Korea~~~Taiwan,"['S', 'S', 'S']","But it held over for the full Ways and Means Committee debate on a controversial plan by Rep. Richard Gephardt to mandate a reduction in trade surpluses with the U.S. by countries such as Japan, South Korea and Taiwan."
Neither,training/4599,"152,600 tonnes of wheat~~~6,808,100 tonnes of corn~~~1,518,700 tonnes of soybeans","['P', 'P', 'P']","Total shipments in the third year of the U.S.-USSR grains agreement, which ended September 30, amounted to 152,600 tonnes of wheat, 6,808,100 tonnes of corn and 1,518,700 tonnes of soybeans."
Neither,training/4602,one billion dlrs of customer repurchase agreements last Friday~~~2.5 billion dlrs on Monday~~~two billion dlrs on Wednesday,"['S', 'P', 'P']","The Fed added reserves indirectly via one billion dlrs of customer repurchase agreements last Friday, 2.5 billion dlrs on Monday and two billion dlrs on Wednesday."
Lack of Oxford,training/4617,the companies~~~Globo~~~Flumar,"['P', 'S', 'S']","A union spokesman in Rio de Janeiro said the seamen had accepted a 120 pct pay offer from the companies, Globo and Flumar, which have less than 200 employees each."
Neither,training/4621,timber~~~building supplies~~~real estate,"['S', 'P', 'S']","Wholly-owned and joint venture companies also did well apart from timber, building supplies and real estate, which returned below-budget profits due to the housing downturn."
Oxford,training/4622,San Antonio~~~Beaumont~~~Laredo,"['S', 'S', 'S']","The acquisition gives Hearst its biggest newspaper holding in Texas, where the California-based publisher already owns papers in San Antonio, Beaumont and Laredo."
Oxford,training/4622,the flagship San Francisco Examiner~~~the Los Angeles Herald Examiner~~~the Seattle Post-Intelligencer,"['S', 'S', 'S']","The chain also owns, among others, the flagship San Francisco Examiner, the Los Angeles Herald Examiner and the Seattle Post-Intelligencer."
Oxford,training/4623,salt~~~animal feed~~~seeds,"['S', 'S', 'P']","<Industrial Equity Ltd> (IEL) unit <Acmex Holdings Ltd> said it proposed to make a formal takeover offer for all the issued capital of <Cheetham Ltd>, a producer of salt, animal feed and seeds."
Oxford,training/4630,Minister of Agriculture~~~Animal Husbandry~~~Fisheries,"['S', 'S', 'P']","He Kang, Minister of Agriculture, Animal Husbandry and Fisheries, said this week that China has adjusted the purchasing price for sugar cane and beet to check a drop in production last year but he gave no price details."
Neither,training/4630,sweet drinks~~~cakes and biscuits~~~other sugary foods.,"['P', 'P', 'P']","One Japanese trader said domestic demand is rising rapidly because of improving living standards and rising demand for sweet drinks, cakes and biscuits and other sugary foods. """
Oxford,training/4633,Britain~~~Canada~~~France~~~Japan~~~the U.S.~~~West Germany,"['S', 'S', 'S', 'S', 'S', 'S']","Finance ministers of Britain, Canada, France, Japan, the U.S. And West Germany agreed on February 22 to cooperate in stabilizing exchange rates around the current levels."
Oxford,training/4634,light heating oil 11 pct lower~~~heavy heating oil 10 pct lower~~~green coffee down 6.9 pct,"['S', 'S', 'S']","Wholesale price declines were led by starch products, down 13 pct, light heating oil 11 pct lower, heavy heating oil 10 pct lower and green coffee down 6.9 pct."
Oxford,training/4634,fresh vegetables~~~up 17 pct~~~fresh fruit up 12 pct~~~eggs,"['P', 'S', 'S', 'P']","Among higher wholesale prices were those for fresh vegetables, up 17 pct, fresh fruit up 12 pct and eggs up 8.9 pct, the statistics office said in a statement."
Oxford,training/4636,the U.S.~~~Japan~~~Canada~~~Taiwan,"['S', 'S', 'S', 'S']","It also forecast that Australia's four major markets, the U.S., Japan, Canada and Taiwan, will continue to dominate the chilled and frozen beef export markets."
Oxford,training/4641,Industry~~~Trade~~~Labour,"['S', 'S', 'S']","Swiss wholesale prices fell by 0.3 pct in February, giving a drop of 4.3 pct from February 1986, the Federal Office of Industry, Trade and Labour said."
Neither,training/4641,energy~~~raw materials~~~semi-finished goods,"['S', 'P', 'P']","The office said the fall was largely due to lower prices for energy, raw materials and semi-finished goods."
Oxford,training/4650,Indian iron ore~~~wheat~~~other goods and services,"['S', 'S', 'P']","Malaysia has also agreed to barter palm oil for 30 mln dlrs of hydroelectric equipment and is interested in countertrading for Indian iron ore, wheat and other goods and services, he said."
Lack of Oxford,training/467,greenhouses~~~shipping~~~office,"['P', 'S', 'S']","Heinl's Nursery has sales of about 4.5 mln dlrs and owns 100 acres, of which 75 are in shade houses and about 58,300 square feet cover greenhouses, shipping and office facilities."
Oxford,training/4679,Hebei~~~Shandong~~~Henan~~~Xinjiang,"['S', 'S', 'S', 'S']","The China Daily said all cotton growing areas in south China should be maintained, and growing in the north should be concentrated in Hebei, Shandong, Henan and Xinjiang."
Oxford,training/4679,grain~~~edible oil~~~other crops,"['S', 'S', 'P']","It called for comprehensive planning to coordinate production of cotton with that of grain, edible oil and other crops, but gave no more details."
Oxford,training/4680,Britain~~~Canada~~~France~~~Japan~~~the U.S.~~~West Germany,"['S', 'S', 'S', 'S', 'S', 'S']","The accord stipulated that current rates reflect fundamentals of the six nations - Britain, Canada, France, Japan, the U.S. And West Germany."
Neither,training/4686,"deposits at banks and post offices~~~up 7.4 pct to 337,867 billion yen~~~savings in the form of insurance","['P', 'P', 'P']","The outstanding balance also included deposits at banks and post offices, up 7.4 pct to 337,867 billion yen, savings in the form of insurance, up 18.6 pct to 111,431 billion, corporate bond investments, up 7.8 pct to 46,867 billion, and investments in trust banks, up 4.1 pct to 27,220 billion."
Oxford,training/4687,Schweizerische Aluminium AG~~~Alusuisse~~~<ALUZ.Z>,"['S', 'S', 'S']","Trading in shares of Schweizerische Aluminium AG, Alusuisse, <ALUZ.Z> was suspended on the Zurich stock exchange after today's announcement by the company that it would cut its share capital by 50 pct, the bourse said."
Oxford,training/4691,The third major Swiss chemical company~~~F. Hoffmann-La Roche~~~Co <HOFZ.Z>,"['S', 'S', 'S']","The third major Swiss chemical company, F. Hoffmann-La Roche and Co <HOFZ.Z> has not yet reported its results."
